knihy_id,isbn,nazev,pocet_stran,rok_vydani,misto_vydani,nakladatel,vydani,druhy_id,jazyky_id,autor,edice
1468,ISBN 978-80-251-3333-0,Cloud Computing : praktický průvodce,344,2011,Brno,Computer Press,1,1,1,"VELTE, A. T. -- VELTE, T. J. -- ELSENPETER, R. C",
1470,ISBN 978-1-4302-2483-9,	AdvancED Flex 4,540,2010,"Berkeley, CA",Apress,,1,2,"Shashank Tiwari,Elad Elrom",
1473,ISBN 978-80-251-2286-0,CCNA kompletní přehled příkazů : autorizovaný výukový průvodce,336,2009,Brno,Computer Press,,1,1,Scott Empson,1
1474,ISBN 978-80-251-2731-5,	Jádro systému Windows : kompletní průvodce programátora,472,2011,Brno,Computer Press,1,1,1,Martin Dráb,
1478,ISBN 978-80-251-3226-5,Adobe InDesign CS5 : oficiální výukový kurz,424,2011,Brno,Computer Press,,1,1,J. Dvořák,
1485,ISBN 978-80-251-3575-4,Microsoft Excel 2007/2010 : hotová řešení,256,2010,Brno,Computer Press,,1,1,Josef Pecinovský,
1489,ISBN 978-80-86815-57-2,Velká kniha T-SQL & SQL Server 2005 : kompendium znalostí pro začátečníky i profesionály,864,2007,Brno,Zoner Press,1,1,1,"Sack, Joseph",
1490,ISBN 978-80-251-3539-6,HTML5 : programujeme moderní webové aplikace,304,2011,Brno,Computer Press,1,1,1,"Lubbers, Peter -- Albers, Brian -- Salim, Frank",
1493,ISBN 978-80-251-2964-7,Webová analytika 2.0 : kompletní průvodce analýzami návštěvnosti,456,2011,Brno,Computer Press,1,1,1,"Kaushik, Avinash",
1495,ISBN 80-7261-052-X,Corporate governance : správa a řízení obchodních společností,126,2001,Praha,Management Press,1,1,1,"Klírová, Jana",
1497,ISBN 978-80-247-3647-1,Metody komplexního hodnocení podniku,246,2011,Praha,Grada,1,1,1,"Vochozka, Marek",
1499,ISBN 978-80-86946-87-0,Corporate Governance v České republice,252,2008,Praha,Professional Publishing,1,1,1,"Růčková, Petra a kol.",
1501,ISBN 0-262-65060-6,Self-organizing map formation : foundations of neural computation,440,2001,"Cambridge, Mass.",MIT Press,,1,2,"Obermayer, Klaus -- Sejnowski, Terrence J",Computational neuroscience
1502,ISBN 978-0-470-16735-9,System engineering management,539,2008,Hoboken,Wiley,4,1,2,"Blanchard, Benjamin S.",
1507,ISBN 978-80-251-3222-7,Microsoft Office 2010 : podrobná uživatelská příručka,491,2010,Brno,Computer Press,1,1,1,"Barilla, Jiří",
1508,ISBN 978-80-7402-080-3,333 tipů a triků pro Windows 7,260,2010,Kralice na Hané,Computer Media,1,1,1,"Klatovský, Karel",
1510,ISBN 978-80-247-3898-7,Excel a Access 2010 : efektivní zpracování dat na počítači,198,2011,Praha,Grada,2,1,1,"Pecinovský, Josef",
1516,ISBN 978-80-7431-039-3,Statistika v terénních průzkumech,236,2011,Praha,Professional Publishing,2,1,1,Iva Pecáková,
1518,ISBN 978-80-247-3158-2,Finanční řízení podniku : moderní metody a trendy,204,2010,Praha,Grada,1,1,1,Romana Nývltová Pavel Marinič,
1522,ISBN 80-7179-778-2,Finanční analýza municipální firmy,206,2002,Praha,C.H. Beck,1,1,1,Ivana Kraftová,
1524,ISBN 978-80-245-1829-9,Vybrané kapitoly z teorie pravděpodobnosti a matematické statistiky,167,2011,Praha,Oeconomica,2,1,1,Ivana Malá,
1528,ISBN 978-0-470-61620-8,Budgets and financial management in higher education,206,2011,San Francisco,Jossey-Bass,1,1,2,Margaret J. Barr George S. McClellan,
1531,ISBN 978-80-265-0009-4,Slajdologie : tajemství tvorby skvělých prezentací,270,2012,Brno,BizBooks,,,1,Nancy Duarte,
1532,ISBN 978-80-251-2304-1,Mistrovství v CorelDRAW : [kompletní průvodce profesionálního grafika],872,2009,Brno,Computer Press,1,1,1,Gary David Bouton,
1533,ISBN 978-0-321-65621-6,The non-designer's presentation book : principles for effective presentation design,158,2010,"Berkeley, Calif.",Peachpit Press,1,1,2,Robin Williams,
1536,,"Slovník platinium, velký : ekonomický, technický, lékařský",,2010,Brno,,,2,1,,
1539,ISBN 980-235-028-1,Arbustos tropicales ornamentales,295,1998,"Caracas, Venezuela",Sociedad de Ciencias Naturales La Salle,,1,4,Jesus. Hoyos,
1540,ISBN 997-29733-1-X,"Arboles utiles de la Amazonia peruana : un manual con apuntes de identificacion, ecologia y propagacion de las especies",506,2003,Lima,,,1,4,Carlos R. Reynel,
